"Sistema","Tipo_de_Tecnologia","Hora","Pronostico_de_Generacion_MWh","Fecha"
"BCA","EOLICA",1,15.941,"01/mar/2020"
"BCA","EOLICA",2,18.205,"01/mar/2020"
"BCA","EOLICA",3,18.339,"01/mar/2020"
"BCA","EOLICA",4,17.773,"01/mar/2020"
"BCA","EOLICA",5,16.874,"01/mar/2020"
"BCA","EOLICA",6,15.905,"01/mar/2020"
"BCA","EOLICA",7,15.167,"01/mar/2020"
"BCA","EOLICA",8,15.403,"01/mar/2020"
"BCA","EOLICA",9,15.31,"01/mar/2020"
"BCA","EOLICA",10,15.503,"01/mar/2020"
"BCA","EOLICA",11,16.027,"01/mar/2020"
"BCA","EOLICA",12,16.633,"01/mar/2020"
"BCA","EOLICA",13,17.085,"01/mar/2020"
"BCA","EOLICA",14,18.124,"01/mar/2020"
"BCA","EOLICA",15,19.174,"01/mar/2020"
"BCA","EOLICA",16,19.65,"01/mar/2020"
"BCA","EOLICA",17,19.536,"01/mar/2020"
"BCA","EOLICA",18,19.756,"01/mar/2020"
"BCA","EOLICA",19,20.401,"01/mar/2020"
"BCA","EOLICA",20,20.791,"01/mar/2020"
"BCA","EOLICA",21,21.425,"01/mar/2020"
"BCA","EOLICA",22,21.845,"01/mar/2020"
"BCA","EOLICA",23,21.018,"01/mar/2020"
"BCA","EOLICA",24,20.519,"01/mar/2020"
"BCA","FOTOVOLTAICA",1,0,"01/mar/2020"
"BCA","FOTOVOLTAICA",2,0,"01/mar/2020"
"BCA","FOTOVOLTAICA",3,0,"01/mar/2020"
"BCA","FOTOVOLTAICA",4,0,"01/mar/2020"
"BCA","FOTOVOLTAICA",5,0,"01/mar/2020"
"BCA","FOTOVOLTAICA",6,0,"01/mar/2020"
"BCA","FOTOVOLTAICA",7,1.67,"01/mar/2020"
"BCA","FOTOVOLTAICA",8,18.49,"01/mar/2020"
"BCA","FOTOVOLTAICA",9,29.37,"01/mar/2020"
"BCA","FOTOVOLTAICA",10,38.13,"01/mar/2020"
"BCA","FOTOVOLTAICA",11,36.03,"01/mar/2020"
"BCA","FOTOVOLTAICA",12,38.05,"01/mar/2020"
"BCA","FOTOVOLTAICA",13,38.51,"01/mar/2020"
"BCA","FOTOVOLTAICA",14,38.7,"01/mar/2020"
"BCA","FOTOVOLTAICA",15,38.03,"01/mar/2020"
"BCA","FOTOVOLTAICA",16,35.4,"01/mar/2020"
"BCA","FOTOVOLTAICA",17,16.42,"01/mar/2020"
"BCA","FOTOVOLTAICA",18,0.77,"01/mar/2020"
"BCA","FOTOVOLTAICA",19,0,"01/mar/2020"
"BCA","FOTOVOLTAICA",20,0,"01/mar/2020"
"BCA","FOTOVOLTAICA",21,0,"01/mar/2020"
"BCA","FOTOVOLTAICA",22,0,"01/mar/2020"
"BCA","FOTOVOLTAICA",23,0,"01/mar/2020"
"BCA","FOTOVOLTAICA",24,0,"01/mar/2020"
"BCS","FOTOVOLTAICA",1,0,"01/mar/2020"
"BCS","FOTOVOLTAICA",2,0,"01/mar/2020"
"BCS","FOTOVOLTAICA",3,0,"01/mar/2020"
"BCS","FOTOVOLTAICA",4,0,"01/mar/2020"
"BCS","FOTOVOLTAICA",5,0,"01/mar/2020"
"BCS","FOTOVOLTAICA",6,0,"01/mar/2020"
"BCS","FOTOVOLTAICA",7,0.011,"01/mar/2020"
"BCS","FOTOVOLTAICA",8,6.628,"01/mar/2020"
"BCS","FOTOVOLTAICA",9,25.367,"01/mar/2020"
"BCS","FOTOVOLTAICA",10,37.01,"01/mar/2020"
"BCS","FOTOVOLTAICA",11,43.203,"01/mar/2020"
"BCS","FOTOVOLTAICA",12,44.192,"01/mar/2020"
"BCS","FOTOVOLTAICA",13,45.182,"01/mar/2020"
"BCS","FOTOVOLTAICA",14,45.165,"01/mar/2020"
"BCS","FOTOVOLTAICA",15,44.11,"01/mar/2020"
"BCS","FOTOVOLTAICA",16,36.095,"01/mar/2020"
"BCS","FOTOVOLTAICA",17,29.422,"01/mar/2020"
"BCS","FOTOVOLTAICA",18,10.69,"01/mar/2020"
"BCS","FOTOVOLTAICA",19,0.198,"01/mar/2020"
"BCS","FOTOVOLTAICA",20,0,"01/mar/2020"
"BCS","FOTOVOLTAICA",21,0,"01/mar/2020"
"BCS","FOTOVOLTAICA",22,0,"01/mar/2020"
"BCS","FOTOVOLTAICA",23,0,"01/mar/2020"
"BCS","FOTOVOLTAICA",24,0,"01/mar/2020"
"SIN","EOLICA",1,3971.024,"01/mar/2020"
"SIN","EOLICA",2,3827.175,"01/mar/2020"
"SIN","EOLICA",3,3703.387,"01/mar/2020"
"SIN","EOLICA",4,3613.036,"01/mar/2020"
"SIN","EOLICA",5,3593.225,"01/mar/2020"
"SIN","EOLICA",6,3496.155,"01/mar/2020"
"SIN","EOLICA",7,3381.933,"01/mar/2020"
"SIN","EOLICA",8,3174.962,"01/mar/2020"
"SIN","EOLICA",9,2950.74,"01/mar/2020"
"SIN","EOLICA",10,2724.315,"01/mar/2020"
"SIN","EOLICA",11,2514.271,"01/mar/2020"
"SIN","EOLICA",12,2307.637,"01/mar/2020"
"SIN","EOLICA",13,2126.451,"01/mar/2020"
"SIN","EOLICA",14,2012.614,"01/mar/2020"
"SIN","EOLICA",15,1966.946,"01/mar/2020"
"SIN","EOLICA",16,2014.79,"01/mar/2020"
"SIN","EOLICA",17,2049.339,"01/mar/2020"
"SIN","EOLICA",18,2076.672,"01/mar/2020"
"SIN","EOLICA",19,2209.952,"01/mar/2020"
"SIN","EOLICA",20,2333.497,"01/mar/2020"
"SIN","EOLICA",21,2449.113,"01/mar/2020"
"SIN","EOLICA",22,2501.035,"01/mar/2020"
"SIN","EOLICA",23,2442.393,"01/mar/2020"
"SIN","EOLICA",24,2295.139,"01/mar/2020"
"SIN","FOTOVOLTAICA",1,0,"01/mar/2020"
"SIN","FOTOVOLTAICA",2,0,"01/mar/2020"
"SIN","FOTOVOLTAICA",3,0,"01/mar/2020"
"SIN","FOTOVOLTAICA",4,0,"01/mar/2020"
"SIN","FOTOVOLTAICA",5,0,"01/mar/2020"
"SIN","FOTOVOLTAICA",6,0,"01/mar/2020"
"SIN","FOTOVOLTAICA",7,1.051,"01/mar/2020"
"SIN","FOTOVOLTAICA",8,301.46,"01/mar/2020"
"SIN","FOTOVOLTAICA",9,1861.768,"01/mar/2020"
"SIN","FOTOVOLTAICA",10,3327.616,"01/mar/2020"
"SIN","FOTOVOLTAICA",11,3881.53,"01/mar/2020"
"SIN","FOTOVOLTAICA",12,3963.431,"01/mar/2020"
"SIN","FOTOVOLTAICA",13,4049.408,"01/mar/2020"
"SIN","FOTOVOLTAICA",14,3983.976,"01/mar/2020"
"SIN","FOTOVOLTAICA",15,3754.194,"01/mar/2020"
"SIN","FOTOVOLTAICA",16,3546.286,"01/mar/2020"
"SIN","FOTOVOLTAICA",17,3217.924,"01/mar/2020"
"SIN","FOTOVOLTAICA",18,2182.877,"01/mar/2020"
"SIN","FOTOVOLTAICA",19,486.448,"01/mar/2020"
"SIN","FOTOVOLTAICA",20,20.146,"01/mar/2020"
"SIN","FOTOVOLTAICA",21,0.337,"01/mar/2020"
"SIN","FOTOVOLTAICA",22,0,"01/mar/2020"
"SIN","FOTOVOLTAICA",23,0,"01/mar/2020"
"SIN","FOTOVOLTAICA",24,0,"01/mar/2020"
"BCA","EOLICA",1,19.376,"02/mar/2020"
"BCA","EOLICA",2,16.113,"02/mar/2020"
"BCA","EOLICA",3,13.833,"02/mar/2020"
"BCA","EOLICA",4,11.597,"02/mar/2020"
"BCA","EOLICA",5,8.196,"02/mar/2020"
"BCA","EOLICA",6,7.241,"02/mar/2020"
"BCA","EOLICA",7,6.651,"02/mar/2020"
"BCA","EOLICA",8,4.686,"02/mar/2020"
"BCA","EOLICA",9,4.63,"02/mar/2020"
"BCA","EOLICA",10,4.581,"02/mar/2020"
"BCA","EOLICA",11,4.606,"02/mar/2020"
"BCA","EOLICA",12,4.738,"02/mar/2020"
"BCA","EOLICA",13,4.954,"02/mar/2020"
"BCA","EOLICA",14,7.031,"02/mar/2020"
"BCA","EOLICA",15,7.479,"02/mar/2020"
"BCA","EOLICA",16,7.792,"02/mar/2020"
"BCA","EOLICA",17,6.119,"02/mar/2020"
"BCA","EOLICA",18,5.924,"02/mar/2020"
"BCA","EOLICA",19,5.623,"02/mar/2020"
"BCA","EOLICA",20,5.399,"02/mar/2020"
"BCA","EOLICA",21,5.286,"02/mar/2020"
"BCA","EOLICA",22,5.248,"02/mar/2020"
"BCA","EOLICA",23,2.837,"02/mar/2020"
"BCA","EOLICA",24,2.973,"02/mar/2020"
"BCA","FOTOVOLTAICA",1,0,"02/mar/2020"
"BCA","FOTOVOLTAICA",2,0,"02/mar/2020"
"BCA","FOTOVOLTAICA",3,0,"02/mar/2020"
"BCA","FOTOVOLTAICA",4,0,"02/mar/2020"
"BCA","FOTOVOLTAICA",5,0,"02/mar/2020"
"BCA","FOTOVOLTAICA",6,0,"02/mar/2020"
"BCA","FOTOVOLTAICA",7,0.56,"02/mar/2020"
"BCA","FOTOVOLTAICA",8,3.42,"02/mar/2020"
"BCA","FOTOVOLTAICA",9,6.8,"02/mar/2020"
"BCA","FOTOVOLTAICA",10,17.9,"02/mar/2020"
"BCA","FOTOVOLTAICA",11,21.25,"02/mar/2020"
"BCA","FOTOVOLTAICA",12,20.14,"02/mar/2020"
"BCA","FOTOVOLTAICA",13,23.56,"02/mar/2020"
"BCA","FOTOVOLTAICA",14,29.13,"02/mar/2020"
"BCA","FOTOVOLTAICA",15,33.2,"02/mar/2020"
"BCA","FOTOVOLTAICA",16,28.04,"02/mar/2020"
"BCA","FOTOVOLTAICA",17,9.88,"02/mar/2020"
"BCA","FOTOVOLTAICA",18,0.4,"02/mar/2020"
"BCA","FOTOVOLTAICA",19,0,"02/mar/2020"
"BCA","FOTOVOLTAICA",20,0,"02/mar/2020"
"BCA","FOTOVOLTAICA",21,0,"02/mar/2020"
"BCA","FOTOVOLTAICA",22,0,"02/mar/2020"
"BCA","FOTOVOLTAICA",23,0,"02/mar/2020"
"BCA","FOTOVOLTAICA",24,0,"02/mar/2020"
"BCS","FOTOVOLTAICA",1,0,"02/mar/2020"
"BCS","FOTOVOLTAICA",2,0,"02/mar/2020"
"BCS","FOTOVOLTAICA",3,0,"02/mar/2020"
"BCS","FOTOVOLTAICA",4,0,"02/mar/2020"
"BCS","FOTOVOLTAICA",5,0,"02/mar/2020"
"BCS","FOTOVOLTAICA",6,0,"02/mar/2020"
"BCS","FOTOVOLTAICA",7,0.011,"02/mar/2020"
"BCS","FOTOVOLTAICA",8,6.628,"02/mar/2020"
"BCS","FOTOVOLTAICA",9,25.367,"02/mar/2020"
"BCS","FOTOVOLTAICA",10,37.01,"02/mar/2020"
"BCS","FOTOVOLTAICA",11,43.203,"02/mar/2020"
"BCS","FOTOVOLTAICA",12,44.192,"02/mar/2020"
"BCS","FOTOVOLTAICA",13,45.182,"02/mar/2020"
"BCS","FOTOVOLTAICA",14,45.165,"02/mar/2020"
"BCS","FOTOVOLTAICA",15,44.11,"02/mar/2020"
"BCS","FOTOVOLTAICA",16,36.095,"02/mar/2020"
"BCS","FOTOVOLTAICA",17,29.422,"02/mar/2020"
"BCS","FOTOVOLTAICA",18,10.69,"02/mar/2020"
"BCS","FOTOVOLTAICA",19,0.198,"02/mar/2020"
"BCS","FOTOVOLTAICA",20,0,"02/mar/2020"
"BCS","FOTOVOLTAICA",21,0,"02/mar/2020"
"BCS","FOTOVOLTAICA",22,0,"02/mar/2020"
"BCS","FOTOVOLTAICA",23,0,"02/mar/2020"
"BCS","FOTOVOLTAICA",24,0,"02/mar/2020"
"SIN","EOLICA",1,2488.473,"02/mar/2020"
"SIN","EOLICA",2,2379.466,"02/mar/2020"
"SIN","EOLICA",3,2272.834,"02/mar/2020"
"SIN","EOLICA",4,2208.879,"02/mar/2020"
"SIN","EOLICA",5,2226.95,"02/mar/2020"
"SIN","EOLICA",6,2185.56,"02/mar/2020"
"SIN","EOLICA",7,2096.625,"02/mar/2020"
"SIN","EOLICA",8,1957.885,"02/mar/2020"
"SIN","EOLICA",9,1804.677,"02/mar/2020"
"SIN","EOLICA",10,1667.463,"02/mar/2020"
"SIN","EOLICA",11,1605.133,"02/mar/2020"
"SIN","EOLICA",12,1525.735,"02/mar/2020"
"SIN","EOLICA",13,1483.503,"02/mar/2020"
"SIN","EOLICA",14,1455.178,"02/mar/2020"
"SIN","EOLICA",15,1480.099,"02/mar/2020"
"SIN","EOLICA",16,1581.988,"02/mar/2020"
"SIN","EOLICA",17,1703.913,"02/mar/2020"
"SIN","EOLICA",18,1891.877,"02/mar/2020"
"SIN","EOLICA",19,2015.815,"02/mar/2020"
"SIN","EOLICA",20,2014.937,"02/mar/2020"
"SIN","EOLICA",21,2057.389,"02/mar/2020"
"SIN","EOLICA",22,2014.697,"02/mar/2020"
"SIN","EOLICA",23,1861.155,"02/mar/2020"
"SIN","EOLICA",24,1657.141,"02/mar/2020"
"SIN","FOTOVOLTAICA",1,0,"02/mar/2020"
"SIN","FOTOVOLTAICA",2,0,"02/mar/2020"
"SIN","FOTOVOLTAICA",3,0,"02/mar/2020"
"SIN","FOTOVOLTAICA",4,0,"02/mar/2020"
"SIN","FOTOVOLTAICA",5,0,"02/mar/2020"
"SIN","FOTOVOLTAICA",6,0,"02/mar/2020"
"SIN","FOTOVOLTAICA",7,1.643,"02/mar/2020"
"SIN","FOTOVOLTAICA",8,296.549,"02/mar/2020"
"SIN","FOTOVOLTAICA",9,1712.825,"02/mar/2020"
"SIN","FOTOVOLTAICA",10,2974.413,"02/mar/2020"
"SIN","FOTOVOLTAICA",11,3707.49,"02/mar/2020"
"SIN","FOTOVOLTAICA",12,3832.551,"02/mar/2020"
"SIN","FOTOVOLTAICA",13,3843.287,"02/mar/2020"
"SIN","FOTOVOLTAICA",14,3786.616,"02/mar/2020"
"SIN","FOTOVOLTAICA",15,3544.558,"02/mar/2020"
"SIN","FOTOVOLTAICA",16,3190.095,"02/mar/2020"
"SIN","FOTOVOLTAICA",17,2757.866,"02/mar/2020"
"SIN","FOTOVOLTAICA",18,1774.228,"02/mar/2020"
"SIN","FOTOVOLTAICA",19,424.151,"02/mar/2020"
"SIN","FOTOVOLTAICA",20,14.636,"02/mar/2020"
"SIN","FOTOVOLTAICA",21,0.299,"02/mar/2020"
"SIN","FOTOVOLTAICA",22,0,"02/mar/2020"
"SIN","FOTOVOLTAICA",23,0,"02/mar/2020"
"SIN","FOTOVOLTAICA",24,0,"02/mar/2020"
"BCA","EOLICA",1,10.508,"03/mar/2020"
"BCA","EOLICA",2,9.159,"03/mar/2020"
"BCA","EOLICA",3,9.156,"03/mar/2020"
"BCA","EOLICA",4,9.04,"03/mar/2020"
"BCA","EOLICA",5,7.089,"03/mar/2020"
"BCA","EOLICA",6,6.945,"03/mar/2020"
"BCA","EOLICA",7,6.908,"03/mar/2020"
"BCA","EOLICA",8,5.436,"03/mar/2020"
"BCA","EOLICA",9,5.949,"03/mar/2020"
"BCA","EOLICA",10,6.451,"03/mar/2020"
"BCA","EOLICA",11,6.701,"03/mar/2020"
"BCA","EOLICA",12,6.641,"03/mar/2020"
"BCA","EOLICA",13,6.397,"03/mar/2020"
"BCA","EOLICA",14,7.832,"03/mar/2020"
"BCA","EOLICA",15,7.565,"03/mar/2020"
"BCA","EOLICA",16,7.27,"03/mar/2020"
"BCA","EOLICA",17,5.196,"03/mar/2020"
"BCA","EOLICA",18,4.797,"03/mar/2020"
"BCA","EOLICA",19,4.454,"03/mar/2020"
"BCA","EOLICA",20,4.312,"03/mar/2020"
"BCA","EOLICA",21,4.336,"03/mar/2020"
"BCA","EOLICA",22,4.386,"03/mar/2020"
"BCA","EOLICA",23,1.948,"03/mar/2020"
"BCA","EOLICA",24,1.97,"03/mar/2020"
"BCA","FOTOVOLTAICA",1,0,"03/mar/2020"
"BCA","FOTOVOLTAICA",2,0,"03/mar/2020"
"BCA","FOTOVOLTAICA",3,0,"03/mar/2020"
"BCA","FOTOVOLTAICA",4,0,"03/mar/2020"
"BCA","FOTOVOLTAICA",5,0,"03/mar/2020"
"BCA","FOTOVOLTAICA",6,0,"03/mar/2020"
"BCA","FOTOVOLTAICA",7,5.57,"03/mar/2020"
"BCA","FOTOVOLTAICA",8,23.67,"03/mar/2020"
"BCA","FOTOVOLTAICA",9,38.09,"03/mar/2020"
"BCA","FOTOVOLTAICA",10,41.36,"03/mar/2020"
"BCA","FOTOVOLTAICA",11,41.67,"03/mar/2020"
"BCA","FOTOVOLTAICA",12,41.73,"03/mar/2020"
"BCA","FOTOVOLTAICA",13,41.67,"03/mar/2020"
"BCA","FOTOVOLTAICA",14,41.28,"03/mar/2020"
"BCA","FOTOVOLTAICA",15,41.09,"03/mar/2020"
"BCA","FOTOVOLTAICA",16,36.68,"03/mar/2020"
"BCA","FOTOVOLTAICA",17,20.96,"03/mar/2020"
"BCA","FOTOVOLTAICA",18,4.47,"03/mar/2020"
"BCA","FOTOVOLTAICA",19,0,"03/mar/2020"
"BCA","FOTOVOLTAICA",20,0,"03/mar/2020"
"BCA","FOTOVOLTAICA",21,0,"03/mar/2020"
"BCA","FOTOVOLTAICA",22,0,"03/mar/2020"
"BCA","FOTOVOLTAICA",23,0,"03/mar/2020"
"BCA","FOTOVOLTAICA",24,0,"03/mar/2020"
"BCS","FOTOVOLTAICA",1,0,"03/mar/2020"
"BCS","FOTOVOLTAICA",2,0,"03/mar/2020"
"BCS","FOTOVOLTAICA",3,0,"03/mar/2020"
"BCS","FOTOVOLTAICA",4,0,"03/mar/2020"
"BCS","FOTOVOLTAICA",5,0,"03/mar/2020"
"BCS","FOTOVOLTAICA",6,0,"03/mar/2020"
"BCS","FOTOVOLTAICA",7,0.011,"03/mar/2020"
"BCS","FOTOVOLTAICA",8,6.628,"03/mar/2020"
"BCS","FOTOVOLTAICA",9,25.367,"03/mar/2020"
"BCS","FOTOVOLTAICA",10,37.01,"03/mar/2020"
"BCS","FOTOVOLTAICA",11,43.203,"03/mar/2020"
"BCS","FOTOVOLTAICA",12,44.192,"03/mar/2020"
"BCS","FOTOVOLTAICA",13,45.182,"03/mar/2020"
"BCS","FOTOVOLTAICA",14,45.165,"03/mar/2020"
"BCS","FOTOVOLTAICA",15,44.11,"03/mar/2020"
"BCS","FOTOVOLTAICA",16,36.095,"03/mar/2020"
"BCS","FOTOVOLTAICA",17,29.422,"03/mar/2020"
"BCS","FOTOVOLTAICA",18,10.69,"03/mar/2020"
"BCS","FOTOVOLTAICA",19,0.198,"03/mar/2020"
"BCS","FOTOVOLTAICA",20,0,"03/mar/2020"
"BCS","FOTOVOLTAICA",21,0,"03/mar/2020"
"BCS","FOTOVOLTAICA",22,0,"03/mar/2020"
"BCS","FOTOVOLTAICA",23,0,"03/mar/2020"
"BCS","FOTOVOLTAICA",24,0,"03/mar/2020"
"SIN","EOLICA",1,1423.912,"03/mar/2020"
"SIN","EOLICA",2,1294.787,"03/mar/2020"
"SIN","EOLICA",3,1214.199,"03/mar/2020"
"SIN","EOLICA",4,1189.146,"03/mar/2020"
"SIN","EOLICA",5,1190.683,"03/mar/2020"
"SIN","EOLICA",6,1188.385,"03/mar/2020"
"SIN","EOLICA",7,1190.488,"03/mar/2020"
"SIN","EOLICA",8,1186.166,"03/mar/2020"
"SIN","EOLICA",9,1244.947,"03/mar/2020"
"SIN","EOLICA",10,1314.063,"03/mar/2020"
"SIN","EOLICA",11,1495.867,"03/mar/2020"
"SIN","EOLICA",12,1670.843,"03/mar/2020"
"SIN","EOLICA",13,1875.002,"03/mar/2020"
"SIN","EOLICA",14,2105.903,"03/mar/2020"
"SIN","EOLICA",15,2356.209,"03/mar/2020"
"SIN","EOLICA",16,2540.488,"03/mar/2020"
"SIN","EOLICA",17,2592.929,"03/mar/2020"
"SIN","EOLICA",18,2604.715,"03/mar/2020"
"SIN","EOLICA",19,2526.929,"03/mar/2020"
"SIN","EOLICA",20,2352.777,"03/mar/2020"
"SIN","EOLICA",21,2175.469,"03/mar/2020"
"SIN","EOLICA",22,2069.021,"03/mar/2020"
"SIN","EOLICA",23,1892.219,"03/mar/2020"
"SIN","EOLICA",24,1750.466,"03/mar/2020"
"SIN","FOTOVOLTAICA",1,0,"03/mar/2020"
"SIN","FOTOVOLTAICA",2,0,"03/mar/2020"
"SIN","FOTOVOLTAICA",3,0,"03/mar/2020"
"SIN","FOTOVOLTAICA",4,0,"03/mar/2020"
"SIN","FOTOVOLTAICA",5,0,"03/mar/2020"
"SIN","FOTOVOLTAICA",6,0,"03/mar/2020"
"SIN","FOTOVOLTAICA",7,2.407,"03/mar/2020"
"SIN","FOTOVOLTAICA",8,293.321,"03/mar/2020"
"SIN","FOTOVOLTAICA",9,1774.82,"03/mar/2020"
"SIN","FOTOVOLTAICA",10,3069.262,"03/mar/2020"
"SIN","FOTOVOLTAICA",11,3665.595,"03/mar/2020"
"SIN","FOTOVOLTAICA",12,3812.567,"03/mar/2020"
"SIN","FOTOVOLTAICA",13,3826.953,"03/mar/2020"
"SIN","FOTOVOLTAICA",14,3790.506,"03/mar/2020"
"SIN","FOTOVOLTAICA",15,3560.938,"03/mar/2020"
"SIN","FOTOVOLTAICA",16,3334.249,"03/mar/2020"
"SIN","FOTOVOLTAICA",17,3080.116,"03/mar/2020"
"SIN","FOTOVOLTAICA",18,2085.915,"03/mar/2020"
"SIN","FOTOVOLTAICA",19,549.817,"03/mar/2020"
"SIN","FOTOVOLTAICA",20,36.826,"03/mar/2020"
"SIN","FOTOVOLTAICA",21,0,"03/mar/2020"
"SIN","FOTOVOLTAICA",22,0,"03/mar/2020"
"SIN","FOTOVOLTAICA",23,0,"03/mar/2020"
"SIN","FOTOVOLTAICA",24,0,"03/mar/2020"
"BCA","EOLICA",1,1.58,"04/mar/2020"
"BCA","EOLICA",2,1.558,"04/mar/2020"
"BCA","EOLICA",3,1.512,"04/mar/2020"
"BCA","EOLICA",4,1.442,"04/mar/2020"
"BCA","EOLICA",5,1.371,"04/mar/2020"
"BCA","EOLICA",6,0.32,"04/mar/2020"
"BCA","EOLICA",7,0.001,"04/mar/2020"
"BCA","EOLICA",8,0.001,"04/mar/2020"
"BCA","EOLICA",9,0.001,"04/mar/2020"
"BCA","EOLICA",10,0.317,"04/mar/2020"
"BCA","EOLICA",11,0.317,"04/mar/2020"
"BCA","EOLICA",12,1.342,"04/mar/2020"
"BCA","EOLICA",13,1.348,"04/mar/2020"
"BCA","EOLICA",14,1.352,"04/mar/2020"
"BCA","EOLICA",15,1.348,"04/mar/2020"
"BCA","EOLICA",16,0.319,"04/mar/2020"
"BCA","EOLICA",17,0.001,"04/mar/2020"
"BCA","EOLICA",18,0.001,"04/mar/2020"
"BCA","EOLICA",19,0.335,"04/mar/2020"
"BCA","EOLICA",20,0.362,"04/mar/2020"
"BCA","EOLICA",21,0.343,"04/mar/2020"
"BCA","EOLICA",22,0.317,"04/mar/2020"
"BCA","EOLICA",23,0.32,"04/mar/2020"
"BCA","EOLICA",24,0.006,"04/mar/2020"
"BCA","FOTOVOLTAICA",1,0,"04/mar/2020"
"BCA","FOTOVOLTAICA",2,0,"04/mar/2020"
"BCA","FOTOVOLTAICA",3,0,"04/mar/2020"
"BCA","FOTOVOLTAICA",4,0,"04/mar/2020"
"BCA","FOTOVOLTAICA",5,0,"04/mar/2020"
"BCA","FOTOVOLTAICA",6,0,"04/mar/2020"
"BCA","FOTOVOLTAICA",7,3.59,"04/mar/2020"
"BCA","FOTOVOLTAICA",8,20.28,"04/mar/2020"
"BCA","FOTOVOLTAICA",9,29.02,"04/mar/2020"
"BCA","FOTOVOLTAICA",10,34.7,"04/mar/2020"
"BCA","FOTOVOLTAICA",11,35.73,"04/mar/2020"
"BCA","FOTOVOLTAICA",12,33.2,"04/mar/2020"
"BCA","FOTOVOLTAICA",13,35.93,"04/mar/2020"
"BCA","FOTOVOLTAICA",14,37.53,"04/mar/2020"
"BCA","FOTOVOLTAICA",15,34.41,"04/mar/2020"
"BCA","FOTOVOLTAICA",16,28.14,"04/mar/2020"
"BCA","FOTOVOLTAICA",17,11.12,"04/mar/2020"
"BCA","FOTOVOLTAICA",18,0.37,"04/mar/2020"
"BCA","FOTOVOLTAICA",19,0,"04/mar/2020"
"BCA","FOTOVOLTAICA",20,0,"04/mar/2020"
"BCA","FOTOVOLTAICA",21,0,"04/mar/2020"
"BCA","FOTOVOLTAICA",22,0,"04/mar/2020"
"BCA","FOTOVOLTAICA",23,0,"04/mar/2020"
"BCA","FOTOVOLTAICA",24,0,"04/mar/2020"
"BCS","FOTOVOLTAICA",1,0,"04/mar/2020"
"BCS","FOTOVOLTAICA",2,0,"04/mar/2020"
"BCS","FOTOVOLTAICA",3,0,"04/mar/2020"
"BCS","FOTOVOLTAICA",4,0,"04/mar/2020"
"BCS","FOTOVOLTAICA",5,0,"04/mar/2020"
"BCS","FOTOVOLTAICA",6,0,"04/mar/2020"
"BCS","FOTOVOLTAICA",7,0.033,"04/mar/2020"
"BCS","FOTOVOLTAICA",8,8.118,"04/mar/2020"
"BCS","FOTOVOLTAICA",9,26.939,"04/mar/2020"
"BCS","FOTOVOLTAICA",10,43.225,"04/mar/2020"
"BCS","FOTOVOLTAICA",11,53.074,"04/mar/2020"
"BCS","FOTOVOLTAICA",12,55.192,"04/mar/2020"
"BCS","FOTOVOLTAICA",13,55.182,"04/mar/2020"
"BCS","FOTOVOLTAICA",14,55.165,"04/mar/2020"
"BCS","FOTOVOLTAICA",15,54.294,"04/mar/2020"
"BCS","FOTOVOLTAICA",16,46.433,"04/mar/2020"
"BCS","FOTOVOLTAICA",17,31.078,"04/mar/2020"
"BCS","FOTOVOLTAICA",18,12.078,"04/mar/2020"
"BCS","FOTOVOLTAICA",19,0.297,"04/mar/2020"
"BCS","FOTOVOLTAICA",20,0,"04/mar/2020"
"BCS","FOTOVOLTAICA",21,0,"04/mar/2020"
"BCS","FOTOVOLTAICA",22,0,"04/mar/2020"
"BCS","FOTOVOLTAICA",23,0,"04/mar/2020"
"BCS","FOTOVOLTAICA",24,0,"04/mar/2020"
"SIN","EOLICA",1,1737.67,"04/mar/2020"
"SIN","EOLICA",2,1706.456,"04/mar/2020"
"SIN","EOLICA",3,1666.127,"04/mar/2020"
"SIN","EOLICA",4,1629.389,"04/mar/2020"
"SIN","EOLICA",5,1659.591,"04/mar/2020"
"SIN","EOLICA",6,1688.217,"04/mar/2020"
"SIN","EOLICA",7,1736.829,"04/mar/2020"
"SIN","EOLICA",8,1993.882,"04/mar/2020"
"SIN","EOLICA",9,2435.555,"04/mar/2020"
"SIN","EOLICA",10,2740.546,"04/mar/2020"
"SIN","EOLICA",11,2958.667,"04/mar/2020"
"SIN","EOLICA",12,3094.896,"04/mar/2020"
"SIN","EOLICA",13,3164.771,"04/mar/2020"
"SIN","EOLICA",14,3189.633,"04/mar/2020"
"SIN","EOLICA",15,3163.319,"04/mar/2020"
"SIN","EOLICA",16,3093.081,"04/mar/2020"
"SIN","EOLICA",17,2927.835,"04/mar/2020"
"SIN","EOLICA",18,2679.613,"04/mar/2020"
"SIN","EOLICA",19,2396.94,"04/mar/2020"
"SIN","EOLICA",20,2056.276,"04/mar/2020"
"SIN","EOLICA",21,1786.311,"04/mar/2020"
"SIN","EOLICA",22,1713.164,"04/mar/2020"
"SIN","EOLICA",23,1693.882,"04/mar/2020"
"SIN","EOLICA",24,1642.216,"04/mar/2020"
"SIN","FOTOVOLTAICA",1,0,"04/mar/2020"
"SIN","FOTOVOLTAICA",2,0,"04/mar/2020"
"SIN","FOTOVOLTAICA",3,0,"04/mar/2020"
"SIN","FOTOVOLTAICA",4,0,"04/mar/2020"
"SIN","FOTOVOLTAICA",5,0,"04/mar/2020"
