"Sistema","Tipo_de_Tecnologia","Hora","Pronostico_de_Generacion_MWh","Fecha"
"BCA","FOTOVOLTAICA",7,4.47,"16/abr/2020"
"BCA","FOTOVOLTAICA",8,22.19,"16/abr/2020"
"BCA","FOTOVOLTAICA",9,34.43,"16/abr/2020"
"BCA","FOTOVOLTAICA",10,39.84,"16/abr/2020"
"BCA","FOTOVOLTAICA",11,37.47,"16/abr/2020"
"BCA","FOTOVOLTAICA",12,36.76,"16/abr/2020"
"BCA","FOTOVOLTAICA",13,35.46,"16/abr/2020"
"BCA","FOTOVOLTAICA",14,34.54,"16/abr/2020"
"BCA","FOTOVOLTAICA",15,31.95,"16/abr/2020"
"BCA","FOTOVOLTAICA",16,34.39,"16/abr/2020"
"BCA","FOTOVOLTAICA",17,30.42,"16/abr/2020"
"BCA","FOTOVOLTAICA",18,30.29,"16/abr/2020"
"BCA","FOTOVOLTAICA",19,9.95,"16/abr/2020"
"BCA","FOTOVOLTAICA",20,0.44,"16/abr/2020"
"BCA","FOTOVOLTAICA",21,0,"16/abr/2020"
"BCA","FOTOVOLTAICA",22,0,"16/abr/2020"
"BCA","FOTOVOLTAICA",23,0,"16/abr/2020"
"BCA","FOTOVOLTAICA",24,0,"16/abr/2020"
"BCS","FOTOVOLTAICA",1,0,"16/abr/2020"
"BCS","FOTOVOLTAICA",2,0,"16/abr/2020"
"BCS","FOTOVOLTAICA",3,0,"16/abr/2020"
"BCS","FOTOVOLTAICA",4,0,"16/abr/2020"
"BCS","FOTOVOLTAICA",5,0,"16/abr/2020"
"BCS","FOTOVOLTAICA",6,0,"16/abr/2020"
"BCS","FOTOVOLTAICA",7,0.085,"16/abr/2020"
"BCS","FOTOVOLTAICA",8,2.447,"16/abr/2020"
"BCS","FOTOVOLTAICA",9,16.084,"16/abr/2020"
"BCS","FOTOVOLTAICA",10,34.13,"16/abr/2020"
"BCS","FOTOVOLTAICA",11,48.954,"16/abr/2020"
"BCS","FOTOVOLTAICA",12,54.766,"16/abr/2020"
"BCS","FOTOVOLTAICA",13,55.293,"16/abr/2020"
"BCS","FOTOVOLTAICA",14,55.211,"16/abr/2020"
"BCS","FOTOVOLTAICA",15,55.092,"16/abr/2020"
"BCS","FOTOVOLTAICA",16,54.263,"16/abr/2020"
"BCS","FOTOVOLTAICA",17,46.491,"16/abr/2020"
"BCS","FOTOVOLTAICA",18,30.559,"16/abr/2020"
"BCS","FOTOVOLTAICA",19,12.071,"16/abr/2020"
"BCS","FOTOVOLTAICA",20,0.877,"16/abr/2020"
"BCS","FOTOVOLTAICA",21,0,"16/abr/2020"
"BCS","FOTOVOLTAICA",22,0,"16/abr/2020"
"BCS","FOTOVOLTAICA",23,0,"16/abr/2020"
"BCS","FOTOVOLTAICA",24,0,"16/abr/2020"
"SIN","EOLICA",1,1955.511,"16/abr/2020"
"SIN","EOLICA",2,1869.619,"16/abr/2020"
"SIN","EOLICA",3,1772.866,"16/abr/2020"
"SIN","EOLICA",4,1721.994,"16/abr/2020"
"SIN","EOLICA",5,1709.756,"16/abr/2020"
"SIN","EOLICA",6,1698.187,"16/abr/2020"
"SIN","EOLICA",7,1735.187,"16/abr/2020"
"SIN","EOLICA",8,1818.011,"16/abr/2020"
"SIN","EOLICA",9,1928.258,"16/abr/2020"
"SIN","EOLICA",10,2073.719,"16/abr/2020"
"SIN","EOLICA",11,2213.645,"16/abr/2020"
"SIN","EOLICA",12,2345.085,"16/abr/2020"
"SIN","EOLICA",13,2439.166,"16/abr/2020"
"SIN","EOLICA",14,2579.15,"16/abr/2020"
"SIN","EOLICA",15,2701.801,"16/abr/2020"
"SIN","EOLICA",16,2808.425,"16/abr/2020"
"SIN","EOLICA",17,2835.789,"16/abr/2020"
"SIN","EOLICA",18,2695.464,"16/abr/2020"
"SIN","EOLICA",19,2548.729,"16/abr/2020"
"SIN","EOLICA",20,2363.81,"16/abr/2020"
"SIN","EOLICA",21,2193.668,"16/abr/2020"
"SIN","EOLICA",22,2051.361,"16/abr/2020"
"SIN","EOLICA",23,1992.263,"16/abr/2020"
"SIN","EOLICA",24,1808.994,"16/abr/2020"
"SIN","FOTOVOLTAICA",1,0,"16/abr/2020"
"SIN","FOTOVOLTAICA",2,0,"16/abr/2020"
"SIN","FOTOVOLTAICA",3,0,"16/abr/2020"
"SIN","FOTOVOLTAICA",4,0,"16/abr/2020"
"SIN","FOTOVOLTAICA",5,0,"16/abr/2020"
"SIN","FOTOVOLTAICA",6,0,"16/abr/2020"
"SIN","FOTOVOLTAICA",7,0.506,"16/abr/2020"
"SIN","FOTOVOLTAICA",8,241.707,"16/abr/2020"
"SIN","FOTOVOLTAICA",9,1559.294,"16/abr/2020"
"SIN","FOTOVOLTAICA",10,3706.002,"16/abr/2020"
"SIN","FOTOVOLTAICA",11,4532.174,"16/abr/2020"
"SIN","FOTOVOLTAICA",12,4775.083,"16/abr/2020"
"SIN","FOTOVOLTAICA",13,4791.967,"16/abr/2020"
"SIN","FOTOVOLTAICA",14,4716.316,"16/abr/2020"
"SIN","FOTOVOLTAICA",15,4608.629,"16/abr/2020"
"SIN","FOTOVOLTAICA",16,4462.391,"16/abr/2020"
"SIN","FOTOVOLTAICA",17,4218.038,"16/abr/2020"
"SIN","FOTOVOLTAICA",18,3823.332,"16/abr/2020"
"SIN","FOTOVOLTAICA",19,2927.438,"16/abr/2020"
"SIN","FOTOVOLTAICA",20,1164.587,"16/abr/2020"
"SIN","FOTOVOLTAICA",21,126.098,"16/abr/2020"
"SIN","FOTOVOLTAICA",22,0,"16/abr/2020"
"SIN","FOTOVOLTAICA",23,0,"16/abr/2020"
"SIN","FOTOVOLTAICA",24,0,"16/abr/2020"
"BCA","EOLICA",1,12.877,"17/abr/2020"
"BCA","EOLICA",2,13.111,"17/abr/2020"
"BCA","EOLICA",3,12.282,"17/abr/2020"
"BCA","EOLICA",4,10.801,"17/abr/2020"
"BCA","EOLICA",5,8.566,"17/abr/2020"
"BCA","EOLICA",6,6.73,"17/abr/2020"
"BCA","EOLICA",7,5.098,"17/abr/2020"
"BCA","EOLICA",8,4.194,"17/abr/2020"
"BCA","EOLICA",9,3.919,"17/abr/2020"
"BCA","EOLICA",10,3.369,"17/abr/2020"
"BCA","EOLICA",11,2.982,"17/abr/2020"
"BCA","EOLICA",12,3.763,"17/abr/2020"
"BCA","EOLICA",13,4.121,"17/abr/2020"
"BCA","EOLICA",14,5.98,"17/abr/2020"
"BCA","EOLICA",15,7.933,"17/abr/2020"
"BCA","EOLICA",16,12.674,"17/abr/2020"
"BCA","EOLICA",17,16.161,"17/abr/2020"
"BCA","EOLICA",18,18.712,"17/abr/2020"
"BCA","EOLICA",19,20.077,"17/abr/2020"
"BCA","EOLICA",20,20.659,"17/abr/2020"
"BCA","EOLICA",21,20.886,"17/abr/2020"
"BCA","EOLICA",22,21.046,"17/abr/2020"
"BCA","EOLICA",23,19.925,"17/abr/2020"
"BCA","EOLICA",24,20.368,"17/abr/2020"
"BCA","FOTOVOLTAICA",1,0,"17/abr/2020"
"BCA","FOTOVOLTAICA",2,0,"17/abr/2020"
"BCA","FOTOVOLTAICA",3,0,"17/abr/2020"
"BCA","FOTOVOLTAICA",4,0,"17/abr/2020"
"BCA","FOTOVOLTAICA",5,0,"17/abr/2020"
"BCA","FOTOVOLTAICA",6,0,"17/abr/2020"
"BCA","FOTOVOLTAICA",7,3,"17/abr/2020"
"BCA","FOTOVOLTAICA",8,23.19,"17/abr/2020"
"BCA","FOTOVOLTAICA",9,38.71,"17/abr/2020"
"BCA","FOTOVOLTAICA",10,40.05,"17/abr/2020"
"BCA","FOTOVOLTAICA",11,37.54,"17/abr/2020"
"BCA","FOTOVOLTAICA",12,38.28,"17/abr/2020"
"BCA","FOTOVOLTAICA",13,38.19,"17/abr/2020"
"BCA","FOTOVOLTAICA",14,37.74,"17/abr/2020"
"BCA","FOTOVOLTAICA",15,35.38,"17/abr/2020"
"BCA","FOTOVOLTAICA",16,32.73,"17/abr/2020"
"BCA","FOTOVOLTAICA",17,31.41,"17/abr/2020"
"BCA","FOTOVOLTAICA",18,27.96,"17/abr/2020"
"BCA","FOTOVOLTAICA",19,9.11,"17/abr/2020"
"BCA","FOTOVOLTAICA",20,0.43,"17/abr/2020"
"BCA","FOTOVOLTAICA",21,0,"17/abr/2020"
"BCA","FOTOVOLTAICA",22,0,"17/abr/2020"
"BCA","FOTOVOLTAICA",23,0,"17/abr/2020"
"BCA","FOTOVOLTAICA",24,0,"17/abr/2020"
"BCS","FOTOVOLTAICA",1,0,"17/abr/2020"
"BCS","FOTOVOLTAICA",2,0,"17/abr/2020"
"BCS","FOTOVOLTAICA",3,0,"17/abr/2020"
"BCS","FOTOVOLTAICA",4,0,"17/abr/2020"
"BCS","FOTOVOLTAICA",5,0,"17/abr/2020"
"BCS","FOTOVOLTAICA",6,0,"17/abr/2020"
"BCS","FOTOVOLTAICA",7,0.085,"17/abr/2020"
"BCS","FOTOVOLTAICA",8,2.447,"17/abr/2020"
"BCS","FOTOVOLTAICA",9,16.084,"17/abr/2020"
"BCS","FOTOVOLTAICA",10,34.13,"17/abr/2020"
"BCS","FOTOVOLTAICA",11,48.954,"17/abr/2020"
"BCS","FOTOVOLTAICA",12,54.766,"17/abr/2020"
"BCS","FOTOVOLTAICA",13,55.293,"17/abr/2020"
"BCS","FOTOVOLTAICA",14,55.211,"17/abr/2020"
"BCS","FOTOVOLTAICA",15,55.092,"17/abr/2020"
"BCS","FOTOVOLTAICA",16,54.263,"17/abr/2020"
"BCS","FOTOVOLTAICA",17,46.491,"17/abr/2020"
"BCS","FOTOVOLTAICA",18,30.559,"17/abr/2020"
"BCS","FOTOVOLTAICA",19,12.071,"17/abr/2020"
"BCS","FOTOVOLTAICA",20,0.877,"17/abr/2020"
"BCS","FOTOVOLTAICA",21,0,"17/abr/2020"
"BCS","FOTOVOLTAICA",22,0,"17/abr/2020"
"BCS","FOTOVOLTAICA",23,0,"17/abr/2020"
"BCS","FOTOVOLTAICA",24,0,"17/abr/2020"
"SIN","EOLICA",1,1834.07,"17/abr/2020"
"SIN","EOLICA",2,1712.795,"17/abr/2020"
"SIN","EOLICA",3,1588.813,"17/abr/2020"
"SIN","EOLICA",4,1504.627,"17/abr/2020"
"SIN","EOLICA",5,1405.991,"17/abr/2020"
"SIN","EOLICA",6,1355.305,"17/abr/2020"
"SIN","EOLICA",7,1342.112,"17/abr/2020"
"SIN","EOLICA",8,1325.552,"17/abr/2020"
"SIN","EOLICA",9,1290.735,"17/abr/2020"
"SIN","EOLICA",10,1288.77,"17/abr/2020"
"SIN","EOLICA",11,1303.965,"17/abr/2020"
"SIN","EOLICA",12,1323.566,"17/abr/2020"
"SIN","EOLICA",13,1359.627,"17/abr/2020"
"SIN","EOLICA",14,1410.055,"17/abr/2020"
"SIN","EOLICA",15,1446.899,"17/abr/2020"
"SIN","EOLICA",16,1469.539,"17/abr/2020"
"SIN","EOLICA",17,1497.231,"17/abr/2020"
"SIN","EOLICA",18,1552.282,"17/abr/2020"
"SIN","EOLICA",19,1643.572,"17/abr/2020"
"SIN","EOLICA",20,1702.537,"17/abr/2020"
"SIN","EOLICA",21,1676.462,"17/abr/2020"
"SIN","EOLICA",22,1589.81,"17/abr/2020"
"SIN","EOLICA",23,1459.841,"17/abr/2020"
"SIN","EOLICA",24,1330.825,"17/abr/2020"
"SIN","FOTOVOLTAICA",1,0,"17/abr/2020"
"SIN","FOTOVOLTAICA",2,0,"17/abr/2020"
"SIN","FOTOVOLTAICA",3,0,"17/abr/2020"
"SIN","FOTOVOLTAICA",4,0,"17/abr/2020"
"SIN","FOTOVOLTAICA",5,0,"17/abr/2020"
"SIN","FOTOVOLTAICA",6,0,"17/abr/2020"
"SIN","FOTOVOLTAICA",7,0.607,"17/abr/2020"
"SIN","FOTOVOLTAICA",8,248.511,"17/abr/2020"
"SIN","FOTOVOLTAICA",9,1427.11,"17/abr/2020"
"SIN","FOTOVOLTAICA",10,3238.03,"17/abr/2020"
"SIN","FOTOVOLTAICA",11,3992.581,"17/abr/2020"
"SIN","FOTOVOLTAICA",12,4210.875,"17/abr/2020"
"SIN","FOTOVOLTAICA",13,4270.639,"17/abr/2020"
"SIN","FOTOVOLTAICA",14,4244.598,"17/abr/2020"
"SIN","FOTOVOLTAICA",15,4109.797,"17/abr/2020"
"SIN","FOTOVOLTAICA",16,3952.13,"17/abr/2020"
"SIN","FOTOVOLTAICA",17,3619.096,"17/abr/2020"
"SIN","FOTOVOLTAICA",18,3200.326,"17/abr/2020"
"SIN","FOTOVOLTAICA",19,2475.628,"17/abr/2020"
"SIN","FOTOVOLTAICA",20,1038.855,"17/abr/2020"
"SIN","FOTOVOLTAICA",21,118.261,"17/abr/2020"
"SIN","FOTOVOLTAICA",22,0,"17/abr/2020"
"SIN","FOTOVOLTAICA",23,0,"17/abr/2020"
"SIN","FOTOVOLTAICA",24,0,"17/abr/2020"
"BCA","EOLICA",1,17.843,"18/abr/2020"
"BCA","EOLICA",2,18.024,"18/abr/2020"
"BCA","EOLICA",3,17.609,"18/abr/2020"
"BCA","EOLICA",4,16.618,"18/abr/2020"
"BCA","EOLICA",5,15.409,"18/abr/2020"
"BCA","EOLICA",6,14.353,"18/abr/2020"
"BCA","EOLICA",7,13.486,"18/abr/2020"
"BCA","EOLICA",8,12.532,"18/abr/2020"
"BCA","EOLICA",9,11.196,"18/abr/2020"
"BCA","EOLICA",10,9.532,"18/abr/2020"
"BCA","EOLICA",11,8.357,"18/abr/2020"
"BCA","EOLICA",12,7.902,"18/abr/2020"
"BCA","EOLICA",13,7.534,"18/abr/2020"
"BCA","EOLICA",14,8.749,"18/abr/2020"
"BCA","EOLICA",15,9.893,"18/abr/2020"
"BCA","EOLICA",16,11.549,"18/abr/2020"
"BCA","EOLICA",17,13.053,"18/abr/2020"
"BCA","EOLICA",18,13.795,"18/abr/2020"
"BCA","EOLICA",19,13.622,"18/abr/2020"
"BCA","EOLICA",20,11.963,"18/abr/2020"
"BCA","EOLICA",21,10.282,"18/abr/2020"
"BCA","EOLICA",22,8.786,"18/abr/2020"
"BCA","EOLICA",23,7.787,"18/abr/2020"
"BCA","EOLICA",24,6.971,"18/abr/2020"
"BCA","FOTOVOLTAICA",1,0,"18/abr/2020"
"BCA","FOTOVOLTAICA",2,0,"18/abr/2020"
"BCA","FOTOVOLTAICA",3,0,"18/abr/2020"
"BCA","FOTOVOLTAICA",4,0,"18/abr/2020"
"BCA","FOTOVOLTAICA",5,0,"18/abr/2020"
"BCA","FOTOVOLTAICA",6,0,"18/abr/2020"
"BCA","FOTOVOLTAICA",7,2.21,"18/abr/2020"
"BCA","FOTOVOLTAICA",8,23.57,"18/abr/2020"
"BCA","FOTOVOLTAICA",9,43.36,"18/abr/2020"
"BCA","FOTOVOLTAICA",10,43.69,"18/abr/2020"
"BCA","FOTOVOLTAICA",11,43.74,"18/abr/2020"
"BCA","FOTOVOLTAICA",12,43.72,"18/abr/2020"
"BCA","FOTOVOLTAICA",13,43.71,"18/abr/2020"
"BCA","FOTOVOLTAICA",14,43.66,"18/abr/2020"
"BCA","FOTOVOLTAICA",15,43.46,"18/abr/2020"
"BCA","FOTOVOLTAICA",16,42.18,"18/abr/2020"
"BCA","FOTOVOLTAICA",17,39.63,"18/abr/2020"
"BCA","FOTOVOLTAICA",18,34.56,"18/abr/2020"
"BCA","FOTOVOLTAICA",19,9.71,"18/abr/2020"
"BCA","FOTOVOLTAICA",20,0.34,"18/abr/2020"
"BCA","FOTOVOLTAICA",21,0,"18/abr/2020"
"BCA","FOTOVOLTAICA",22,0,"18/abr/2020"
"BCA","FOTOVOLTAICA",23,0,"18/abr/2020"
"BCA","FOTOVOLTAICA",24,0,"18/abr/2020"
"BCS","FOTOVOLTAICA",1,0,"18/abr/2020"
"BCS","FOTOVOLTAICA",2,0,"18/abr/2020"
"BCS","FOTOVOLTAICA",3,0,"18/abr/2020"
"BCS","FOTOVOLTAICA",4,0,"18/abr/2020"
"BCS","FOTOVOLTAICA",5,0,"18/abr/2020"
"BCS","FOTOVOLTAICA",6,0,"18/abr/2020"
"BCS","FOTOVOLTAICA",7,0.085,"18/abr/2020"
"BCS","FOTOVOLTAICA",8,2.447,"18/abr/2020"
"BCS","FOTOVOLTAICA",9,16.084,"18/abr/2020"
"BCS","FOTOVOLTAICA",10,34.13,"18/abr/2020"
"BCS","FOTOVOLTAICA",11,48.954,"18/abr/2020"
"BCS","FOTOVOLTAICA",12,54.766,"18/abr/2020"
"BCS","FOTOVOLTAICA",13,55.293,"18/abr/2020"
"BCS","FOTOVOLTAICA",14,55.211,"18/abr/2020"
"BCS","FOTOVOLTAICA",15,55.092,"18/abr/2020"
"BCS","FOTOVOLTAICA",16,54.263,"18/abr/2020"
"BCS","FOTOVOLTAICA",17,46.491,"18/abr/2020"
"BCS","FOTOVOLTAICA",18,30.559,"18/abr/2020"
"BCS","FOTOVOLTAICA",19,12.071,"18/abr/2020"
"BCS","FOTOVOLTAICA",20,0.877,"18/abr/2020"
"BCS","FOTOVOLTAICA",21,0,"18/abr/2020"
"BCS","FOTOVOLTAICA",22,0,"18/abr/2020"
"BCS","FOTOVOLTAICA",23,0,"18/abr/2020"
"BCS","FOTOVOLTAICA",24,0,"18/abr/2020"
"SIN","EOLICA",1,1267.649,"18/abr/2020"
"SIN","EOLICA",2,1184.331,"18/abr/2020"
"SIN","EOLICA",3,1147.497,"18/abr/2020"
"SIN","EOLICA",4,1116.201,"18/abr/2020"
"SIN","EOLICA",5,1001.946,"18/abr/2020"
"SIN","EOLICA",6,896.193,"18/abr/2020"
"SIN","EOLICA",7,830.489,"18/abr/2020"
"SIN","EOLICA",8,833.204,"18/abr/2020"
"SIN","EOLICA",9,817.732,"18/abr/2020"
"SIN","EOLICA",10,834.468,"18/abr/2020"
"SIN","EOLICA",11,957.776,"18/abr/2020"
"SIN","EOLICA",12,1116.92,"18/abr/2020"
"SIN","EOLICA",13,1321.504,"18/abr/2020"
"SIN","EOLICA",14,1450.398,"18/abr/2020"
"SIN","EOLICA",15,1598.085,"18/abr/2020"
"SIN","EOLICA",16,1735.51,"18/abr/2020"
"SIN","EOLICA",17,1856.921,"18/abr/2020"
"SIN","EOLICA",18,1914.679,"18/abr/2020"
"SIN","EOLICA",19,1969.709,"18/abr/2020"
"SIN","EOLICA",20,2016.973,"18/abr/2020"
"SIN","EOLICA",21,2040.369,"18/abr/2020"
"SIN","EOLICA",22,2090.641,"18/abr/2020"
"SIN","EOLICA",23,2087.128,"18/abr/2020"
"SIN","EOLICA",24,2048.228,"18/abr/2020"
"SIN","FOTOVOLTAICA",1,0,"18/abr/2020"
"SIN","FOTOVOLTAICA",2,0,"18/abr/2020"
"SIN","FOTOVOLTAICA",3,0,"18/abr/2020"
"SIN","FOTOVOLTAICA",4,0,"18/abr/2020"
"SIN","FOTOVOLTAICA",5,0,"18/abr/2020"
"SIN","FOTOVOLTAICA",6,0,"18/abr/2020"
"SIN","FOTOVOLTAICA",7,0.623,"18/abr/2020"
"SIN","FOTOVOLTAICA",8,252.002,"18/abr/2020"
"SIN","FOTOVOLTAICA",9,1481.839,"18/abr/2020"
"SIN","FOTOVOLTAICA",10,3245.564,"18/abr/2020"
"SIN","FOTOVOLTAICA",11,4130.349,"18/abr/2020"
"SIN","FOTOVOLTAICA",12,4361.613,"18/abr/2020"
"SIN","FOTOVOLTAICA",13,4390.409,"18/abr/2020"
"SIN","FOTOVOLTAICA",14,4369.86,"18/abr/2020"
"SIN","FOTOVOLTAICA",15,4263.791,"18/abr/2020"
"SIN","FOTOVOLTAICA",16,4051.403,"18/abr/2020"
"SIN","FOTOVOLTAICA",17,3654.662,"18/abr/2020"
"SIN","FOTOVOLTAICA",18,3353.181,"18/abr/2020"
"SIN","FOTOVOLTAICA",19,2605.136,"18/abr/2020"
"SIN","FOTOVOLTAICA",20,1127.641,"18/abr/2020"
"SIN","FOTOVOLTAICA",21,147.085,"18/abr/2020"
"SIN","FOTOVOLTAICA",22,0,"18/abr/2020"
"SIN","FOTOVOLTAICA",23,0,"18/abr/2020"
"SIN","FOTOVOLTAICA",24,0,"18/abr/2020"
"BCA","EOLICA",1,7.066,"19/abr/2020"
"BCA","EOLICA",2,6.444,"19/abr/2020"
"BCA","EOLICA",3,6.22,"19/abr/2020"
"BCA","EOLICA",4,5.895,"19/abr/2020"
"BCA","EOLICA",5,5.352,"19/abr/2020"
"BCA","EOLICA",6,4.587,"19/abr/2020"
"BCA","EOLICA",7,3.638,"19/abr/2020"
"BCA","EOLICA",8,2.634,"19/abr/2020"
"BCA","EOLICA",9,1.721,"19/abr/2020"
"BCA","EOLICA",10,1.039,"19/abr/2020"
"BCA","EOLICA",11,0.718,"19/abr/2020"
"BCA","EOLICA",12,1.303,"19/abr/2020"
"BCA","EOLICA",13,2.171,"19/abr/2020"
"BCA","EOLICA",14,3.783,"19/abr/2020"
"BCA","EOLICA",15,5.757,"19/abr/2020"
"BCA","EOLICA",16,7.93,"19/abr/2020"
"BCA","EOLICA",17,8.993,"19/abr/2020"
"BCA","EOLICA",18,9.63,"19/abr/2020"
"BCA","EOLICA",19,9.801,"19/abr/2020"
"BCA","EOLICA",20,8.754,"19/abr/2020"
"BCA","EOLICA",21,8.351,"19/abr/2020"
"BCA","EOLICA",22,7.258,"19/abr/2020"
"BCA","EOLICA",23,6.843,"19/abr/2020"
"BCA","EOLICA",24,6.61,"19/abr/2020"
"BCA","FOTOVOLTAICA",1,0,"19/abr/2020"
"BCA","FOTOVOLTAICA",2,0,"19/abr/2020"
"BCA","FOTOVOLTAICA",3,0,"19/abr/2020"
"BCA","FOTOVOLTAICA",4,0,"19/abr/2020"
"BCA","FOTOVOLTAICA",5,0,"19/abr/2020"
"BCA","FOTOVOLTAICA",6,0,"19/abr/2020"
"BCA","FOTOVOLTAICA",7,2.87,"19/abr/2020"
"BCA","FOTOVOLTAICA",8,25.68,"19/abr/2020"
"BCA","FOTOVOLTAICA",9,43.1,"19/abr/2020"
"BCA","FOTOVOLTAICA",10,43.68,"19/abr/2020"
"BCA","FOTOVOLTAICA",11,43.73,"19/abr/2020"
"BCA","FOTOVOLTAICA",12,43.71,"19/abr/2020"
"BCA","FOTOVOLTAICA",13,43.7,"19/abr/2020"
"BCA","FOTOVOLTAICA",14,43.64,"19/abr/2020"
"BCA","FOTOVOLTAICA",15,43.45,"19/abr/2020"
"BCA","FOTOVOLTAICA",16,42.26,"19/abr/2020"
"BCA","FOTOVOLTAICA",17,40.8,"19/abr/2020"
"BCA","FOTOVOLTAICA",18,35.12,"19/abr/2020"
"BCA","FOTOVOLTAICA",19,9.36,"19/abr/2020"
"BCA","FOTOVOLTAICA",20,0.9,"19/abr/2020"
"BCA","FOTOVOLTAICA",21,0,"19/abr/2020"
"BCA","FOTOVOLTAICA",22,0,"19/abr/2020"
"BCA","FOTOVOLTAICA",23,0,"19/abr/2020"
"BCA","FOTOVOLTAICA",24,0,"19/abr/2020"
"BCS","FOTOVOLTAICA",1,0,"19/abr/2020"
"BCS","FOTOVOLTAICA",2,0,"19/abr/2020"
"BCS","FOTOVOLTAICA",3,0,"19/abr/2020"
"BCS","FOTOVOLTAICA",4,0,"19/abr/2020"
"BCS","FOTOVOLTAICA",5,0,"19/abr/2020"
"BCS","FOTOVOLTAICA",6,0,"19/abr/2020"
"BCS","FOTOVOLTAICA",7,0.001,"19/abr/2020"
"BCS","FOTOVOLTAICA",8,2.478,"19/abr/2020"
"BCS","FOTOVOLTAICA",9,16.129,"19/abr/2020"
"BCS","FOTOVOLTAICA",10,32.838,"19/abr/2020"
"BCS","FOTOVOLTAICA",11,46.61,"19/abr/2020"
"BCS","FOTOVOLTAICA",12,53.108,"19/abr/2020"
"BCS","FOTOVOLTAICA",13,55.139,"19/abr/2020"
"BCS","FOTOVOLTAICA",14,55.111,"19/abr/2020"
"BCS","FOTOVOLTAICA",15,55.055,"19/abr/2020"
"BCS","FOTOVOLTAICA",16,54.285,"19/abr/2020"
"BCS","FOTOVOLTAICA",17,46.491,"19/abr/2020"
"BCS","FOTOVOLTAICA",18,30.559,"19/abr/2020"
"BCS","FOTOVOLTAICA",19,12.071,"19/abr/2020"
"BCS","FOTOVOLTAICA",20,0.877,"19/abr/2020"
"BCS","FOTOVOLTAICA",21,0,"19/abr/2020"
"BCS","FOTOVOLTAICA",22,0,"19/abr/2020"
"BCS","FOTOVOLTAICA",23,0,"19/abr/2020"
"BCS","FOTOVOLTAICA",24,0,"19/abr/2020"
"SIN","EOLICA",1,2059.571,"19/abr/2020"
"SIN","EOLICA",2,1973.558,"19/abr/2020"
"SIN","EOLICA",3,1887.551,"19/abr/2020"
"SIN","EOLICA",4,1868.586,"19/abr/2020"
"SIN","EOLICA",5,1841.779,"19/abr/2020"
"SIN","EOLICA",6,1837.144,"19/abr/2020"
"SIN","EOLICA",7,1828.47,"19/abr/2020"
"SIN","EOLICA",8,1817.901,"19/abr/2020"
"SIN","EOLICA",9,1817.317,"19/abr/2020"
"SIN","EOLICA",10,1827.503,"19/abr/2020"
"SIN","EOLICA",11,1934.134,"19/abr/2020"
"SIN","EOLICA",12,2003.239,"19/abr/2020"
"SIN","EOLICA",13,2147.992,"19/abr/2020"
"SIN","EOLICA",14,2303.989,"19/abr/2020"
"SIN","EOLICA",15,2392.708,"19/abr/2020"
"SIN","EOLICA",16,2387.079,"19/abr/2020"
"SIN","EOLICA",17,2225.989,"19/abr/2020"
"SIN","EOLICA",18,2135.301,"19/abr/2020"
"SIN","EOLICA",19,2033.37,"19/abr/2020"
"SIN","EOLICA",20,1860.943,"19/abr/2020"
"SIN","EOLICA",21,1717.536,"19/abr/2020"
"SIN","EOLICA",22,1634.251,"19/abr/2020"
"SIN","EOLICA",23,1513.696,"19/abr/2020"
"SIN","EOLICA",24,1420.738,"19/abr/2020"
"SIN","FOTOVOLTAICA",1,0,"19/abr/2020"
"SIN","FOTOVOLTAICA",2,0,"19/abr/2020"
"SIN","FOTOVOLTAICA",3,0,"19/abr/2020"
"SIN","FOTOVOLTAICA",4,0,"19/abr/2020"
"SIN","FOTOVOLTAICA",5,0,"19/abr/2020"
"SIN","FOTOVOLTAICA",6,0,"19/abr/2020"
"SIN","FOTOVOLTAICA",7,0.641,"19/abr/2020"
"SIN","FOTOVOLTAICA",8,311.242,"19/abr/2020"
"SIN","FOTOVOLTAICA",9,1606.917,"19/abr/2020"
"SIN","FOTOVOLTAICA",10,3531.484,"19/abr/2020"
"SIN","FOTOVOLTAICA",11,4215.706,"19/abr/2020"
"SIN","FOTOVOLTAICA",12,4419.39,"19/abr/2020"
"SIN","FOTOVOLTAICA",13,4468.431,"19/abr/2020"
"SIN","FOTOVOLTAICA",14,4415.933,"19/abr/2020"
"SIN","FOTOVOLTAICA",15,4281.704,"19/abr/2020"
"SIN","FOTOVOLTAICA",16,4087.87,"19/abr/2020"
"SIN","FOTOVOLTAICA",17,3832.613,"19/abr/2020"
"SIN","FOTOVOLTAICA",18,3488.523,"19/abr/2020"
"SIN","FOTOVOLTAICA",19,2688.971,"19/abr/2020"
"SIN","FOTOVOLTAICA",20,1088.223,"19/abr/2020"
"SIN","FOTOVOLTAICA",21,108.806,"19/abr/2020"
"SIN","FOTOVOLTAICA",22,0,"19/abr/2020"
"SIN","FOTOVOLTAICA",23,0,"19/abr/2020"
"SIN","FOTOVOLTAICA",24,0,"19/abr/2020"
"BCA","EOLICA",1,6.567,"20/abr/2020"
"BCA","EOLICA",2,6.615,"20/abr/2020"
"BCA","EOLICA",3,6.648,"20/abr/2020"
"BCA","EOLICA",4,6.155,"20/abr/2020"
"BCA","EOLICA",5,5.853,"20/abr/2020"
"BCA","EOLICA",6,5.278,"20/abr/2020"
"BCA","EOLICA",7,4.494,"20/abr/2020"
